,airline,source,destination,departure_time,arrival_time,duration,total_stops,price,day_of_journey,month_of_journey
5511,Indigo,Kolkata,Banglore,17:15:00,19:50:00,155,0,4174,15,4
5512,Spicejet,Kolkata,Banglore,09:00:00,11:25:00,145,0,3841,27,6
5513,Jet_Airways,Delhi,Cochin,19:45:00,19:45:00,1440,1,17024,6,3
5514,Indigo,Banglore,Delhi,21:15:00,00:15:00,180,0,3943,24,5
5515,Indigo,Delhi,Cochin,11:55:00,22:30:00,635,1,6442,3,6
5516,Air_India,Delhi,Cochin,07:05:00,19:15:00,2170,2,11762,9,3
5517,Spicejet,Kolkata,Banglore,09:00:00,11:25:00,145,0,4174,24,4
5518,Indigo,Kolkata,Banglore,04:40:00,07:15:00,155,0,4804,18,6
5519,Multiple_Carriers,Delhi,Cochin,14:00:00,01:30:00,690,1,13377,6,6
5520,Jet_Airways,Banglore,Delhi,11:10:00,14:05:00,175,0,7229,1,4
5521,Indigo,Banglore,Delhi,22:20:00,01:10:00,170,0,8855,15,3
5522,Multiple_Carriers,Delhi,Cochin,10:20:00,19:15:00,535,1,7741,27,6
5523,Jet_Airways,Banglore,Delhi,08:00:00,13:15:00,315,1,22270,1,3
5524,Multiple_Carriers,Delhi,Cochin,08:45:00,21:00:00,735,1,7740,3,6
5525,Air_India,Kolkata,Banglore,09:50:00,12:30:00,1600,2,14960,9,6
5526,Jet_Airways,Delhi,Cochin,09:55:00,18:50:00,535,1,12032,27,3
5527,Air_India,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,5462,6,3
5528,Jet_Airways,Delhi,Cochin,19:45:00,18:50:00,1385,1,12347,21,3
5529,Air_India,Chennai,Kolkata,11:40:00,13:55:00,135,0,3145,27,3
5530,Jet_Airways,Banglore,Delhi,11:40:00,20:20:00,520,1,7832,21,3
5531,Indigo,Kolkata,Banglore,15:15:00,17:45:00,150,0,4804,21,6
5532,Indigo,Delhi,Cochin,02:05:00,07:10:00,305,1,10482,9,3
5533,Jet_Airways,Delhi,Cochin,11:30:00,04:25:00,1015,1,12373,18,5
5534,Multiple_Carriers,Delhi,Cochin,07:05:00,22:20:00,915,1,10478,3,3
5535,Jet_Airways,Delhi,Cochin,09:40:00,04:25:00,1125,2,13029,18,5
5536,Air_India,Delhi,Cochin,12:30:00,09:25:00,1255,1,6482,21,3
5537,Jet_Airways,Delhi,Cochin,09:00:00,19:00:00,600,1,15554,18,5
5538,Multiple_Carriers,Delhi,Cochin,08:45:00,19:00:00,615,1,11789,12,6
5539,Indigo,Kolkata,Banglore,14:30:00,20:10:00,340,1,9413,24,3
5540,Air_India,Kolkata,Banglore,16:45:00,21:05:00,1700,1,7662,9,6
5541,Multiple_Carriers,Delhi,Cochin,19:00:00,01:30:00,390,1,7888,21,5
5542,Air_Asia,Kolkata,Banglore,07:35:00,23:30:00,955,1,5192,15,5
5543,Multiple_Carriers,Delhi,Cochin,10:20:00,21:00:00,640,1,6007,24,6
5544,Jet_Airways,Delhi,Cochin,10:00:00,12:35:00,1595,1,12898,27,5
5545,Air_India,Banglore,Delhi,08:50:00,10:35:00,1545,2,11885,18,3
5546,Vistara,Kolkata,Banglore,17:00:00,22:55:00,355,1,14360,24,3
5547,Air_India,Kolkata,Banglore,16:45:00,12:30:00,1185,2,14330,12,5
5548,Multiple_Carriers,Delhi,Cochin,13:05:00,22:20:00,555,1,6076,27,3
5549,Spicejet,Kolkata,Banglore,06:55:00,09:35:00,160,0,4622,1,3
5550,Jet_Airways,Kolkata,Banglore,21:10:00,08:15:00,665,1,14388,9,5
5551,Multiple_Carriers,Delhi,Cochin,08:45:00,19:00:00,615,1,9794,21,5
5552,Indigo,Kolkata,Banglore,15:15:00,17:45:00,150,0,4804,3,6
5553,Jet_Airways,Kolkata,Banglore,21:10:00,04:40:00,450,1,9663,9,5
5554,Goair,Delhi,Cochin,07:25:00,13:35:00,370,1,5842,9,5
5555,Multiple_Carriers,Delhi,Cochin,07:00:00,15:30:00,510,1,15603,3,3
5556,Indigo,Kolkata,Banglore,22:10:00,00:55:00,165,0,5618,3,3
5557,Indigo,Kolkata,Banglore,14:20:00,16:55:00,155,0,6565,3,3
5558,Spicejet,Delhi,Cochin,17:55:00,22:50:00,295,1,5221,15,4
5559,Jet_Airways,Delhi,Cochin,09:40:00,19:00:00,560,2,10368,27,6
5560,Air_India,Delhi,Cochin,20:40:00,09:25:00,765,1,7480,24,6
5561,Jet_Airways,Delhi,Cochin,11:45:00,12:35:00,1490,2,13882,12,6
5562,Indigo,Delhi,Cochin,06:50:00,16:10:00,560,1,6442,24,6
5563,Indigo,Banglore,Delhi,07:10:00,10:05:00,175,0,4823,24,6
5564,Spicejet,Kolkata,Banglore,17:10:00,19:40:00,150,0,3873,21,5
5565,Jet_Airways,Kolkata,Banglore,17:00:00,10:55:00,1075,1,12121,1,5
5566,Indigo,Banglore,Delhi,10:10:00,13:00:00,170,0,4423,27,4
5567,Air_India,Kolkata,Banglore,14:15:00,16:45:00,150,0,5510,24,6
5568,Jet_Airways,Banglore,Delhi,08:20:00,11:20:00,180,0,7229,6,4
5569,Jet_Airways,Delhi,Cochin,19:45:00,12:35:00,1010,1,10577,9,6
5570,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,8040,27,3
5571,Jet_Airways,Delhi,Cochin,13:00:00,19:00:00,360,1,14714,3,6
5572,Jet_Airways,Banglore,Delhi,06:00:00,08:45:00,165,0,7229,9,6
5573,Multiple_Carriers,Delhi,Cochin,07:05:00,21:20:00,855,2,6653,21,3
5574,Indigo,Delhi,Cochin,05:05:00,16:10:00,665,1,6442,24,6
5575,Indigo,Kolkata,Banglore,21:25:00,00:05:00,160,0,4804,12,5
5576,Air_India,Delhi,Cochin,13:15:00,09:25:00,1210,2,9417,9,5
5577,Jet_Airways,Kolkata,Banglore,18:55:00,19:50:00,1495,1,10844,24,5
5578,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,7229,12,5
5579,Jet_Airways,Delhi,Cochin,09:00:00,18:50:00,590,1,15400,6,3
5580,Indigo,Delhi,Cochin,08:30:00,21:00:00,750,1,6416,15,6
5581,Air_India,Banglore,Delhi,13:20:00,16:10:00,170,0,5176,3,4
5582,Indigo,Delhi,Cochin,16:00:00,01:35:00,575,1,9264,21,3
5583,Multiple_Carriers,Delhi,Cochin,09:00:00,21:00:00,720,1,13587,6,6
5584,Spicejet,Chennai,Kolkata,08:20:00,10:35:00,135,0,3597,1,5
5585,Air_Asia,Banglore,Delhi,04:55:00,07:45:00,170,0,4282,27,4
5586,Jet_Airways,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,4995,27,6
5587,Indigo,Kolkata,Banglore,20:20:00,22:55:00,155,0,4804,1,6
5588,Jet_Airways,Kolkata,Banglore,06:30:00,16:20:00,590,1,10844,6,5
5589,Jet_Airways,Delhi,Cochin,21:50:00,12:35:00,885,1,14714,1,6
5590,Jet_Airways,Kolkata,Banglore,21:10:00,09:20:00,730,1,14571,6,6
5591,Jet_Airways,Banglore,Delhi,11:40:00,11:25:00,1425,1,7832,21,3
5592,Jet_Airways,Kolkata,Banglore,20:25:00,18:00:00,1295,1,11467,1,4
5593,Jet_Airways,Kolkata,Banglore,17:00:00,10:55:00,1075,1,10953,9,5
5594,Indigo,Kolkata,Banglore,20:25:00,23:05:00,160,0,4148,9,3
5595,Spicejet,Kolkata,Banglore,09:00:00,11:25:00,145,0,3873,9,5
5596,Indigo,Banglore,Delhi,22:10:00,01:00:00,170,0,3943,27,4
5597,Air_Asia,Delhi,Cochin,16:45:00,22:15:00,330,1,6151,27,3
5598,Vistara,Mumbai,Hyderabad,08:45:00,22:55:00,850,1,12080,12,3
5599,Jet_Airways,Kolkata,Banglore,20:00:00,10:05:00,845,1,13584,9,5
5600,Indigo,Delhi,Cochin,11:25:00,01:30:00,845,1,6979,6,5
5601,Air_Asia,Banglore,Delhi,23:25:00,02:10:00,165,0,4482,9,3
5602,Indigo,Kolkata,Banglore,18:05:00,23:30:00,325,1,6284,1,4
5603,Indigo,Kolkata,Banglore,19:35:00,23:15:00,220,1,4226,24,5
5604,Indigo,Delhi,Cochin,06:40:00,16:10:00,570,1,6442,9,3
5605,Jet_Airways,Delhi,Cochin,19:45:00,04:25:00,520,1,12373,18,5
5606,Jet_Airways,Banglore,Delhi,05:50:00,15:00:00,550,1,11297,12,3
5607,Air_India,Kolkata,Banglore,10:00:00,01:20:00,920,2,14083,24,5
5608,Jet_Airways,Delhi,Cochin,11:00:00,14:15:00,195,0,7202,3,6
5609,Multiple_Carriers,Delhi,Cochin,09:00:00,18:50:00,590,1,11667,21,3
5610,Jet_Airways,Kolkata,Banglore,18:55:00,18:15:00,1400,1,10844,24,5
5611,Air_India,Banglore,Delhi,11:50:00,08:55:00,1265,1,5932,15,3
5612,Multiple_Carriers,Delhi,Cochin,08:45:00,19:15:00,630,1,9001,24,6
5613,Jet_Airways,Kolkata,Banglore,17:00:00,23:35:00,395,1,13469,6,6
5614,Indigo,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,2227,15,6
5615,Indigo,Delhi,Cochin,07:15:00,12:30:00,315,1,5636,15,5
5616,Multiple_Carriers,Delhi,Cochin,15:05:00,01:30:00,625,2,15965,6,6
5617,Indigo,Delhi,Cochin,20:25:00,01:30:00,305,1,5054,24,6
5618,Multiple_Carriers,Delhi,Cochin,07:10:00,16:10:00,540,1,5999,21,3
5619,Indigo,Banglore,Delhi,07:10:00,10:05:00,175,0,4823,1,5
5620,Spicejet,Kolkata,Banglore,11:35:00,18:50:00,435,1,8479,12,6
5621,Vistara,Kolkata,Banglore,07:10:00,22:40:00,930,1,8452,15,5
5622,Jet_Airways,Delhi,Cochin,08:00:00,19:00:00,660,1,14924,3,6
5623,Air_India,Delhi,Cochin,19:45:00,19:15:00,1410,2,10441,3,6
5624,Multiple_Carriers,Delhi,Cochin,06:00:00,21:00:00,900,1,7485,21,5
5625,Jet_Airways,Banglore,Delhi,08:20:00,11:20:00,180,0,6478,6,6
5626,Jet_Airways,Delhi,Cochin,13:25:00,19:00:00,1775,2,15129,27,5
5627,Indigo,Kolkata,Banglore,19:20:00,23:45:00,265,1,3809,1,5
5628,Jet_Airways,Delhi,Cochin,08:00:00,19:00:00,660,1,18581,24,6
5629,Indigo,Kolkata,Banglore,22:15:00,00:50:00,155,0,5224,9,6
5630,Indigo,Delhi,Cochin,17:10:00,01:30:00,500,1,8330,9,5
5631,Air_India,Banglore,Delhi,10:00:00,12:45:00,165,0,6961,9,6
5632,Jet_Airways,Delhi,Cochin,08:00:00,19:00:00,660,1,10262,9,6
5633,Indigo,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,2754,21,6
5634,Multiple_Carriers,Delhi,Cochin,15:00:00,01:30:00,630,1,13727,18,5
5635,Goair,Banglore,Delhi,20:55:00,23:40:00,165,0,3898,27,4
5636,Jet_Airways,Banglore,Delhi,22:55:00,12:25:00,810,1,11087,12,3
5637,Air_Asia,Banglore,Delhi,23:55:00,02:45:00,170,0,3383,6,4
5638,Jet_Airways,Delhi,Cochin,17:30:00,18:50:00,1520,1,12557,21,3
5639,Jet_Airways,Delhi,Cochin,06:20:00,04:25:00,1325,2,8273,21,3
5640,Air_India,Mumbai,Hyderabad,10:05:00,19:10:00,545,2,9736,12,3
5641,Jet_Airways,Delhi,Cochin,17:30:00,19:00:00,1530,1,10262,24,6
5642,Jet_Airways,Delhi,Cochin,05:30:00,19:00:00,810,2,11664,9,4
5643,Indigo,Banglore,Delhi,23:30:00,02:20:00,170,0,4591,1,5
5644,Jet_Airways,Banglore,Delhi,14:05:00,19:10:00,305,1,13502,18,3
5645,Air_India,Delhi,Cochin,13:00:00,19:15:00,375,1,8372,27,6
5646,Air_India,Banglore,Delhi,06:10:00,08:55:00,165,0,6121,21,4
5647,Vistara,Banglore,Delhi,16:00:00,18:35:00,155,0,5613,21,3
5648,Indigo,Delhi,Cochin,06:50:00,12:10:00,320,1,5298,6,4
5649,Jet_Airways,Delhi,Cochin,02:15:00,19:45:00,1050,1,15764,9,3
5650,Air_Asia,Delhi,Cochin,07:55:00,22:25:00,870,1,6253,15,6
5651,Jet_Airways,Kolkata,Banglore,05:45:00,12:00:00,375,1,8586,18,5
5652,Jet_Airways,Delhi,Cochin,06:20:00,04:25:00,1325,2,12273,27,3
5653,Indigo,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,2227,15,5
5654,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,5769,12,6
5655,Vistara,Delhi,Cochin,14:40:00,17:50:00,190,0,6216,18,4
5656,Indigo,Delhi,Cochin,02:00:00,07:45:00,345,1,6386,3,6
5657,Multiple_Carriers,Delhi,Cochin,10:00:00,19:15:00,555,1,16108,1,6
5658,Spicejet,Kolkata,Banglore,22:20:00,00:40:00,140,0,3873,24,5
5659,Indigo,Delhi,Cochin,10:35:00,01:30:00,895,1,6270,9,4
5660,Air_India,Banglore,Delhi,21:05:00,23:55:00,170,0,5911,12,4
5661,Multiple_Carriers,Delhi,Cochin,09:10:00,19:15:00,605,1,15077,6,3
5662,Jet_Airways,Banglore,Delhi,20:35:00,11:25:00,890,1,31825,1,3
5663,Spicejet,Kolkata,Banglore,11:35:00,18:50:00,435,1,8479,6,5
5664,Vistara,Kolkata,Banglore,07:10:00,09:05:00,1555,1,9397,12,5
5665,Jet_Airways,Delhi,Cochin,09:00:00,12:35:00,1655,1,10262,3,6
5666,Indigo,Delhi,Cochin,05:35:00,08:50:00,195,0,4729,3,4
5667,Jet_Airways,Delhi,Cochin,17:30:00,19:00:00,1530,1,14714,1,6
5668,Indigo,Kolkata,Banglore,17:15:00,19:50:00,155,0,4804,15,5
5669,Indigo,Kolkata,Banglore,20:25:00,23:10:00,165,0,4804,3,6
5670,Air_India,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,2050,1,4
5671,Multiple_Carriers,Delhi,Cochin,07:30:00,19:15:00,705,1,8371,27,3
5672,Multiple_Carriers,Delhi,Cochin,10:00:00,19:00:00,540,1,12192,27,6
5673,Multiple_Carriers,Delhi,Cochin,06:00:00,18:50:00,770,1,14629,21,3
5674,Indigo,Banglore,Delhi,18:25:00,21:20:00,175,0,4823,9,4
5675,Multiple_Carriers,Delhi,Cochin,13:00:00,19:15:00,375,1,14323,9,5
5676,Jet_Airways,Delhi,Cochin,13:25:00,12:35:00,1390,2,15129,9,5
5677,Indigo,Delhi,Cochin,06:40:00,21:00:00,860,1,6758,18,5
5678,Multiple_Carriers,Delhi,Cochin,09:00:00,19:15:00,615,1,14848,21,5
5679,Air_India,Banglore,Delhi,06:45:00,10:35:00,1670,2,12358,3,3
5680,Jet_Airways,Banglore,Delhi,18:55:00,22:00:00,185,0,4030,21,5
5681,Air_India,Kolkata,Banglore,14:15:00,16:45:00,150,0,4960,9,3
5682,Air_India,Delhi,Cochin,16:40:00,19:15:00,1595,2,8656,27,3
5683,Indigo,Delhi,Cochin,09:10:00,21:00:00,710,1,14871,6,3
5684,Goair,Delhi,Cochin,06:00:00,13:20:00,440,1,4563,27,3
5685,Indigo,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,4784,6,3
5686,Indigo,Banglore,Delhi,20:00:00,22:50:00,170,0,4823,1,6
5687,Vistara,Chennai,Kolkata,07:05:00,09:20:00,135,0,3687,3,5
5688,Jet_Airways,Banglore,Delhi,15:15:00,18:10:00,175,0,7229,27,4
5689,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,7229,15,4
5690,Air_India,Delhi,Cochin,06:10:00,23:00:00,1010,1,7174,21,4
5691,Air_India,Delhi,Cochin,06:50:00,07:40:00,1490,2,11071,21,3
5692,Indigo,Delhi,Cochin,04:55:00,21:00:00,965,1,6979,15,5
5693,Indigo,Chennai,Kolkata,07:55:00,10:15:00,140,0,3850,15,5
5694,Jet_Airways,Kolkata,Banglore,20:00:00,09:20:00,800,1,13044,12,6
5695,Jet_Airways,Delhi,Cochin,20:55:00,04:25:00,450,1,12373,18,5
5696,Air_India,Delhi,Cochin,13:20:00,07:40:00,1100,2,13801,18,5
5697,Indigo,Banglore,Delhi,08:30:00,11:20:00,170,0,4823,1,6
5698,Air_India,Delhi,Cochin,05:15:00,06:50:00,1535,1,6587,9,6
5699,Indigo,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,2227,3,6
5700,Jet_Airways,Kolkata,Banglore,17:00:00,14:25:00,1285,1,14151,9,6
5701,Air_India,Banglore,Delhi,08:50:00,23:25:00,2315,2,25430,1,3
5702,Spicejet,Banglore,Delhi,21:10:00,00:05:00,175,0,4319,27,6
5703,Air_India,Delhi,Cochin,04:00:00,07:40:00,1660,1,14462,3,3
5704,Jet_Airways,Kolkata,Banglore,06:30:00,10:05:00,1655,1,8586,21,5
5705,Air_India,Kolkata,Banglore,09:50:00,21:05:00,675,1,7662,9,6
5706,Jet_Airways,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,4995,3,5
5707,Multiple_Carriers,Delhi,Cochin,09:00:00,21:00:00,720,1,7408,9,6
5708,Jet_Airways,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,5678,15,3
5709,Jet_Airways,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,5678,9,6
5710,Jet_Airways,Banglore,Delhi,08:55:00,00:45:00,950,1,26890,1,3
5711,Air_India,Mumbai,Hyderabad,06:00:00,19:25:00,2245,2,13904,6,3
5712,Jet_Airways,Delhi,Cochin,20:00:00,04:25:00,505,2,15318,1,6
5713,Vistara,Kolkata,Banglore,20:20:00,22:40:00,1580,1,8452,15,5
5714,Indigo,Delhi,Cochin,10:35:00,21:00:00,625,1,6314,9,6
5715,Air_India,Kolkata,Banglore,10:00:00,20:25:00,625,1,10203,1,5
5716,Spicejet,Chennai,Kolkata,08:20:00,10:35:00,135,0,3597,15,6
5717,Multiple_Carriers,Delhi,Cochin,10:20:00,19:15:00,535,1,8266,12,6
5718,Jet_Airways,Delhi,Cochin,21:50:00,12:35:00,885,1,12373,18,5
5719,Jet_Airways,Banglore,Delhi,14:05:00,21:20:00,435,1,36235,1,3
5720,Indigo,Delhi,Cochin,08:25:00,21:00:00,755,1,14871,3,3
5721,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,7229,12,4
5722,Indigo,Kolkata,Banglore,22:15:00,00:50:00,155,0,4804,24,4
5723,Indigo,Banglore,Delhi,20:00:00,22:55:00,175,0,7303,3,3
5724,Multiple_Carriers,Delhi,Cochin,11:30:00,21:00:00,570,1,13587,1,6
5725,Multiple_Carriers,Delhi,Cochin,14:55:00,22:30:00,455,1,7740,18,5
5726,Indigo,Chennai,Kolkata,14:40:00,17:05:00,145,0,7295,1,3
5727,Multiple_Carriers,Delhi,Cochin,18:15:00,01:35:00,440,1,18916,3,3
5728,Multiple_Carriers,Delhi,Cochin,12:50:00,19:15:00,385,1,8266,21,5
5729,Jet_Airways,Delhi,Cochin,02:15:00,04:25:00,1570,1,12373,18,5
5730,Multiple_Carriers,Delhi,Cochin,13:15:00,22:30:00,555,1,11188,18,5
5731,Jet_Airways,Kolkata,Banglore,09:35:00,18:00:00,505,1,14151,18,5
5732,Jet_Airways,Delhi,Cochin,08:00:00,19:00:00,660,1,14714,1,6
5733,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,7229,6,4
5734,Jet_Airways,Delhi,Cochin,09:00:00,04:25:00,1165,1,12242,27,3
5735,Jet_Airways,Banglore,Delhi,07:00:00,12:25:00,325,1,9134,15,3
5736,Indigo,Banglore,Delhi,22:10:00,01:00:00,170,0,3943,1,5
5737,Air_India,Banglore,Delhi,10:00:00,12:45:00,165,0,6961,1,6
5738,Jet_Airways,Mumbai,Hyderabad,08:15:00,16:35:00,500,2,23843,12,3
5739,Spicejet,Chennai,Kolkata,09:45:00,12:00:00,135,0,3597,24,5
5740,Multiple_Carriers,Delhi,Cochin,13:00:00,21:00:00,480,1,7408,27,6
5741,Spicejet,Banglore,Delhi,05:55:00,08:35:00,160,0,3257,27,5
5742,Spicejet,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,1965,6,5
5743,Multiple_Carriers,Delhi,Cochin,06:40:00,19:15:00,755,1,9100,27,3
5744,Air_India,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,3100,18,6
5745,Jet_Airways,Banglore,Delhi,08:00:00,18:25:00,625,1,26890,1,3
5746,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,8016,24,6
5747,Air_India,Kolkata,Banglore,20:30:00,20:25:00,1435,1,12173,24,3
5748,Indigo,Delhi,Cochin,04:55:00,21:00:00,965,1,8784,27,5
5749,Indigo,Delhi,Cochin,06:50:00,12:10:00,320,1,5298,9,5
5750,Jet_Airways,Banglore,Delhi,08:55:00,09:30:00,1475,1,11087,9,3
5751,Spicejet,Delhi,Cochin,17:55:00,22:50:00,295,1,5409,9,6
5752,Goair,Delhi,Cochin,07:25:00,13:35:00,370,1,5842,1,5
5753,Jet_Airways,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,2228,18,3
5754,Spicejet,Chennai,Kolkata,17:45:00,20:05:00,140,0,3543,6,5
5755,Indigo,Kolkata,Banglore,21:00:00,02:15:00,315,1,7228,21,5
5756,Indigo,Delhi,Cochin,05:05:00,12:10:00,425,1,6287,15,4
5757,Multiple_Carriers,Delhi,Cochin,13:00:00,01:30:00,750,1,13377,27,6
5758,Indigo,Kolkata,Banglore,17:15:00,20:00:00,165,0,6985,3,3
5759,Air_India,Delhi,Cochin,13:00:00,19:15:00,375,1,8372,3,6
5760,Air_India,Kolkata,Banglore,09:25:00,05:25:00,1200,2,14687,21,5
5761,Jet_Airways,Delhi,Cochin,11:00:00,14:15:00,195,0,9564,9,3
5762,Vistara,Mumbai,Hyderabad,08:45:00,16:45:00,480,1,12080,12,3
5763,Multiple_Carriers,Delhi,Cochin,17:50:00,01:30:00,460,2,18275,3,6
5764,Indigo,Delhi,Cochin,07:30:00,21:00:00,810,1,6093,6,6
5765,Jet_Airways,Delhi,Cochin,05:40:00,04:25:00,1365,2,14861,9,3
5766,Indigo,Kolkata,Banglore,11:30:00,14:05:00,155,0,4804,18,5
5767,Jet_Airways,Kolkata,Banglore,20:25:00,19:10:00,1365,1,9314,1,5
5768,Multiple_Carriers,Delhi,Cochin,08:45:00,19:00:00,615,1,9794,9,5
5769,Jet_Airways,Delhi,Cochin,05:30:00,19:00:00,810,2,13029,21,5
5770,Spicejet,Kolkata,Banglore,17:10:00,19:40:00,150,0,3841,3,6
5771,Jet_Airways,Banglore,Delhi,08:00:00,13:15:00,315,1,12284,18,3
5772,Jet_Airways,Delhi,Cochin,21:50:00,04:25:00,395,1,14714,9,6
5773,Jet_Airways,Kolkata,Banglore,06:30:00,22:35:00,965,1,7064,1,4
5774,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,5198,18,5
5775,Jet_Airways,Kolkata,Banglore,06:30:00,16:20:00,590,1,14781,15,5
5776,Air_India,Delhi,Cochin,20:15:00,19:15:00,1380,2,13381,24,6
5777,Air_India,Delhi,Cochin,05:10:00,08:00:00,170,0,6094,1,6
5778,Indigo,Delhi,Cochin,06:50:00,12:10:00,320,1,5298,1,6
5779,Multiple_Carriers,Delhi,Cochin,10:00:00,21:00:00,660,1,7408,27,6
5780,Jet_Airways,Kolkata,Banglore,21:10:00,12:00:00,890,1,14388,12,5
5781,Air_India,Delhi,Cochin,19:45:00,19:15:00,1410,2,9443,24,6
5782,Air_India,Delhi,Cochin,07:05:00,19:15:00,2170,2,11762,3,3
5783,Air_India,Delhi,Cochin,12:30:00,09:25:00,1255,1,7480,27,6
5784,Indigo,Delhi,Cochin,05:35:00,08:50:00,195,0,5406,15,3
5785,Jet_Airways,Delhi,Cochin,11:00:00,14:15:00,195,0,9564,12,6
5786,Jet_Airways,Delhi,Cochin,09:40:00,19:00:00,560,2,10368,9,6
5787,Indigo,Delhi,Cochin,07:15:00,12:30:00,315,1,5636,9,5
5788,Spicejet,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,1965,9,5
5789,Jet_Airways,Kolkata,Banglore,21:10:00,04:40:00,450,1,12739,12,6
5790,Indigo,Kolkata,Banglore,14:20:00,16:55:00,155,0,4148,12,3
5791,Indigo,Delhi,Cochin,06:40:00,21:00:00,860,1,7191,9,5
5792,Jet_Airways,Delhi,Cochin,07:05:00,04:25:00,1280,1,10262,6,6
5793,Vistara,Kolkata,Banglore,09:55:00,20:25:00,630,1,12312,24,3
5794,Jet_Airways,Delhi,Cochin,18:15:00,19:00:00,1485,1,10262,3,6
5795,Jet_Airways,Delhi,Cochin,11:00:00,14:15:00,195,0,9564,15,6
5796,Jet_Airways,Kolkata,Banglore,06:30:00,04:45:00,1335,1,13759,24,3
5797,Vistara,Kolkata,Banglore,17:00:00,20:20:00,1640,1,8610,6,5
5798,Jet_Airways,Delhi,Cochin,13:00:00,19:00:00,360,1,14714,15,6
5799,Indigo,Banglore,Delhi,08:30:00,11:20:00,170,0,4823,3,6
5800,Air_Asia,Delhi,Cochin,07:55:00,15:45:00,470,1,6451,27,5
5801,Jet_Airways,Delhi,Cochin,14:00:00,19:00:00,300,1,16079,21,5
5802,Jet_Airways,Delhi,Cochin,11:00:00,14:15:00,195,0,7202,1,6
5803,Indigo,Banglore,Delhi,23:30:00,02:20:00,170,0,4944,24,3
5804,Spicejet,Banglore,Delhi,05:55:00,08:35:00,160,0,3625,1,6
5805,Jet_Airways,Kolkata,Banglore,14:05:00,12:00:00,1315,1,9663,9,5
5806,Multiple_Carriers,Delhi,Cochin,10:20:00,19:00:00,520,1,9794,15,5
5807,Spicejet,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,2437,1,5
5808,Multiple_Carriers,Delhi,Cochin,10:00:00,01:30:00,930,1,13377,15,6
5809,Jet_Airways,Kolkata,Banglore,20:00:00,04:40:00,520,1,8586,6,6
5810,Jet_Airways,Banglore,Delhi,08:55:00,15:15:00,380,1,19225,6,3
5811,Jet_Airways,Delhi,Cochin,22:50:00,04:25:00,335,1,15554,18,5
5812,Jet_Airways,Kolkata,Banglore,09:35:00,22:05:00,750,1,12121,1,5
5813,Indigo,Banglore,Delhi,10:10:00,13:00:00,170,0,3943,27,5
5814,Jet_Airways,Banglore,Delhi,21:25:00,09:00:00,695,1,13555,18,3
5815,Indigo,Banglore,Delhi,18:15:00,21:20:00,185,0,4990,21,6
5816,Air_India,Delhi,Cochin,20:30:00,23:00:00,1590,1,8854,6,3
5817,Multiple_Carriers,Delhi,Cochin,07:10:00,16:10:00,540,1,7878,27,5
5818,Vistara,Banglore,Delhi,09:50:00,12:35:00,165,0,8028,3,3
5819,Jet_Airways,Kolkata,Banglore,18:55:00,08:15:00,800,1,8586,9,5
5820,Air_India,Kolkata,Banglore,17:30:00,13:45:00,1215,2,15164,1,5
5821,Jet_Airways,Banglore,Delhi,07:00:00,15:15:00,495,1,12284,18,3
5822,Jet_Airways,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,4995,21,6
5823,Multiple_Carriers,Delhi,Cochin,08:45:00,19:15:00,630,1,10051,27,5
5824,Jet_Airways,Kolkata,Banglore,14:05:00,10:05:00,1200,1,9663,21,5
5825,Air_India,Kolkata,Banglore,07:00:00,05:25:00,1345,2,14424,1,5
5826,Jet_Airways,Delhi,Cochin,10:00:00,19:00:00,540,1,14714,15,6
5827,Air_India,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,3100,24,5
5828,Indigo,Delhi,Cochin,17:05:00,22:25:00,320,1,6493,6,6
5829,Jet_Airways,Kolkata,Banglore,06:30:00,23:35:00,1025,1,14571,6,6
5830,Jet_Airways,Delhi,Cochin,05:30:00,19:00:00,810,2,10368,15,6
