airline,date_of_journey,source,destination,departure_time,arrival_time,duration,total_stops,additional_info,price
Jet_Airways,2019-03-09,Delhi,Cochin,15:05:00,04:25:00,800,1,In-flight meal not included,14053
Jet_Airways,2019-05-15,Kolkata,Banglore,21:10:00,16:20:00,1150,1,In-flight meal not included,10844
Multiple_Carriers,2019-05-21,Delhi,Cochin,10:35:00,19:00:00,505,1,No Info,9103
Jet_Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875,1,No Info,13731
Jet_Airways,2019-03-06,Banglore,Delhi,05:45:00,16:10:00,625,1,No Info,16736
Multiple_Carriers,2019-06-12,Delhi,Cochin,09:15:00,19:00:00,585,1,No Info,11622
Indigo,2019-06-18,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Indigo,2019-04-03,Kolkata,Banglore,09:35:00,12:20:00,165,0,No Info,4174
Spicejet,2019-06-15,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Spicejet,2019-04-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,4174
Indigo,2019-05-03,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,5224
Indigo,2019-04-01,Delhi,Cochin,14:20:00,17:35:00,195,0,No Info,4729
Indigo,2019-04-03,Delhi,Cochin,02:00:00,07:25:00,325,1,No Info,4744
Jet_Airways,2019-06-06,Kolkata,Banglore,21:10:00,04:40:00,450,1,No Info,13374
Indigo,2019-06-24,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,4049
Indigo,2019-03-09,Chennai,Kolkata,17:05:00,19:40:00,155,0,No Info,6297
Jet_Airways,2019-05-18,Kolkata,Banglore,05:45:00,18:15:00,750,1,In-flight meal not included,10844
Indigo,2019-05-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Vistara,2019-03-06,Mumbai,Hyderabad,08:45:00,22:55:00,850,1,No Info,12395
Jet_Airways,2019-04-18,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Air_Asia,2019-06-12,Delhi,Cochin,07:55:00,22:25:00,870,1,No Info,6152
Jet_Airways,2019-06-01,Delhi,Cochin,13:00:00,19:00:00,360,1,No Info,14714
Goair,2019-05-21,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,6195
Air_India,2019-04-21,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,5228
Jet_Airways,2019-06-01,Delhi,Cochin,19:45:00,12:35:00,1010,1,In-flight meal not included,10262
Jet_Airways,2019-03-27,Delhi,Cochin,13:00:00,04:25:00,925,1,No Info,12242
Air_Asia,2019-06-21,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,4107
Air_India,2019-03-03,Banglore,Delhi,11:05:00,22:45:00,700,1,No Info,11444
Jet_Airways,2019-06-12,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,5608
Jet_Airways,2019-05-06,Kolkata,Banglore,08:25:00,16:20:00,475,1,No Info,14781
Air_India,2019-06-06,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,6094
Indigo,2019-06-09,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,4049
Indigo,2019-03-01,Kolkata,Banglore,14:20:00,16:55:00,155,0,No Info,6565
Jet_Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1,In-flight meal not included,12373
Indigo,2019-06-01,Delhi,Cochin,08:35:00,22:30:00,835,1,No Info,6442
Indigo,2019-05-15,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Jet_Airways,2019-05-21,Delhi,Cochin,11:30:00,12:35:00,1505,1,In-flight meal not included,12898
Air_India,2019-03-03,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,8588
Jet_Airways,2019-06-09,Kolkata,Banglore,17:00:00,19:10:00,1570,1,No Info,12692
Multiple_Carriers,2019-05-09,Delhi,Cochin,10:35:00,19:00:00,505,1,No Info,9103
Air_India,2019-04-01,Kolkata,Banglore,10:00:00,10:30:00,1470,3,No Info,12954
Jet_Airways,2019-03-12,Banglore,Delhi,21:25:00,15:15:00,1070,1,No Info,13817
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,22:40:00,930,1,No Info,8452
Indigo,2019-06-03,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,No Info,2227
Air_India,2019-06-27,Delhi,Cochin,09:45:00,09:25:00,1420,1,No Info,7480
Jet_Airways,2019-05-27,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,10152
Indigo,2019-05-01,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,4423
Jet_Airways,2019-05-12,Kolkata,Banglore,09:35:00,10:55:00,1520,1,No Info,14151
Air_Asia,2019-04-09,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,4107
Indigo,2019-04-09,Delhi,Cochin,06:40:00,21:00:00,860,1,No Info,6093
Jet_Airways,2019-05-12,Kolkata,Banglore,16:30:00,04:40:00,730,1,No Info,14388
Air_India,2019-06-01,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,10336
Multiple_Carriers,2019-06-06,Delhi,Cochin,10:20:00,21:00:00,640,1,No Info,7005
Jet_Airways,2019-03-24,Kolkata,Banglore,21:10:00,09:15:00,725,1,In-flight meal not included,11134
Jet_Airways,2019-06-06,Kolkata,Banglore,14:05:00,23:35:00,570,1,No Info,14571
Multiple_Carriers,2019-03-09,Delhi,Cochin,04:45:00,19:45:00,900,1,No Info,10782
Multiple_Carriers,2019-06-01,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,16108
Jet_Airways,2019-03-09,Delhi,Cochin,10:45:00,04:25:00,1060,2,In-flight meal not included,15654
Indigo,2019-04-15,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,5947
Indigo,2019-03-09,Chennai,Kolkata,05:15:00,07:35:00,140,0,No Info,6482
Multiple_Carriers,2019-03-27,Delhi,Cochin,09:45:00,22:20:00,755,1,No Info,6601
Jet_Airways,2019-03-03,Delhi,Cochin,17:30:00,04:25:00,655,1,No Info,17024
Indigo,2019-03-03,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,6144
Air_Asia,2019-05-09,Delhi,Cochin,16:45:00,22:25:00,340,1,No Info,6752
Air_India,2019-03-09,Delhi,Cochin,20:30:00,08:15:00,705,1,No Info,8991
Jet_Airways,2019-06-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,No Info,14714
Jet_Airways,2019-06-06,Delhi,Cochin,20:55:00,04:25:00,450,1,In-flight meal not included,10262
Air_India,2019-03-12,Banglore,Delhi,17:25:00,16:20:00,1375,2,No Info,12778
Indigo,2019-04-12,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,4990
Air_Asia,2019-06-27,Delhi,Cochin,16:45:00,07:10:00,865,1,No Info,6451
Indigo,2019-05-27,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Jet_Airways,2019-04-01,Kolkata,Banglore,18:55:00,20:45:00,1550,1,In-flight meal not included,7064
Jet_Airways,2019-05-18,Kolkata,Banglore,14:05:00,08:15:00,1090,1,No Info,14388
Jet_Airways,2019-06-06,Kolkata,Banglore,09:35:00,21:05:00,690,1,No Info,14151
Jet_Airways,2019-05-21,Kolkata,Banglore,20:00:00,22:35:00,1595,1,In-flight meal not included,10844
Jet_Airways,2019-03-01,Banglore,Delhi,22:50:00,21:20:00,1350,1,No Info,25735
Air_India,2019-03-27,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5170
Jet_Airways,2019-04-27,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,4544
Indigo,2019-05-12,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Goair,2019-03-03,Delhi,Cochin,05:45:00,13:20:00,455,1,No Info,5628
Jet_Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210,1,In-flight meal not included,10262
Indigo,2019-04-21,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,5644
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,18:50:00,1350,1,No Info,8610
Jet_Airways,2019-05-01,Kolkata,Banglore,21:10:00,10:05:00,775,1,No Info,14781
Indigo,2019-03-03,Kolkata,Banglore,05:30:00,08:20:00,170,0,No Info,4778
Jet_Airways,2019-06-01,Delhi,Cochin,18:15:00,19:00:00,1485,1,No Info,14714
Air_India,2019-05-01,Kolkata,Banglore,12:00:00,18:30:00,1830,2,No Info,10151
Air_India,2019-05-18,Delhi,Cochin,09:45:00,09:25:00,1420,1,No Info,8372
Jet_Airways,2019-05-21,Delhi,Cochin,14:00:00,04:25:00,865,1,In-flight meal not included,12898
Indigo,2019-06-15,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Multiple_Carriers,2019-05-15,Delhi,Cochin,11:25:00,19:00:00,455,1,No Info,9103
Indigo,2019-05-15,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4804
Indigo,2019-05-27,Delhi,Cochin,10:35:00,21:00:00,625,1,No Info,6314
Spicejet,2019-03-27,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3332
Jet_Airways,2019-05-21,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,16079
Indigo,2019-04-03,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4591
Air_India,2019-03-03,Delhi,Cochin,06:10:00,23:00:00,1010,1,No Info,13002
Air_India,2019-05-09,Kolkata,Banglore,12:00:00,18:30:00,1830,2,No Info,9626
Air_India,2019-04-01,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No Info,3100
Indigo,2019-06-27,Delhi,Cochin,11:25:00,21:00:00,575,1,No Info,5894
Multiple_Carriers,2019-06-27,Delhi,Cochin,10:20:00,01:30:00,910,1,No Info,6270
Vistara,2019-06-06,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6216
Air_Asia,2019-04-27,Banglore,Delhi,11:10:00,13:55:00,165,0,No Info,4483
Air_India,2019-06-06,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,6094
Goair,2019-04-18,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,5048
Jet_Airways,2019-04-01,Kolkata,Banglore,18:55:00,08:15:00,800,1,No Info,12681
Jet_Airways,2019-04-01,Kolkata,Banglore,18:55:00,16:20:00,1285,1,No Info,12681
Air_India,2019-06-24,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,9548
Jet_Airways,2019-03-06,Delhi,Cochin,08:00:00,04:25:00,1225,1,No Info,15974
Vistara,2019-06-24,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6216
Indigo,2019-06-15,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,2754
Indigo,2019-04-24,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Jet_Airways,2019-06-01,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,10262
Air_India,2019-05-27,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,9929
Multiple_Carriers,2019-06-09,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,13587
Jet_Airways,2019-05-09,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,7229
Vistara,2019-05-18,Kolkata,Banglore,20:20:00,18:50:00,1350,1,No Info,9555
Spicejet,2019-04-24,Delhi,Cochin,08:45:00,13:15:00,270,1,No Info,4812
Spicejet,2019-03-21,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3847
Indigo,2019-06-27,Delhi,Cochin,05:10:00,10:05:00,295,1,No Info,6496
Jet_Airways,2019-06-06,Kolkata,Banglore,14:05:00,23:35:00,570,1,In-flight meal not included,10844
Jet_Airways,2019-05-27,Delhi,Cochin,20:00:00,04:25:00,505,2,In-flight meal not included,15318
Air_India,2019-06-21,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No Info,3100
Air_India,2019-06-27,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,8372
Indigo,2019-05-27,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,6526
Air_India,2019-05-21,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,6117
Multiple_Carriers,2019-06-12,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,13587
Air_Asia,2019-04-27,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,4282
Air_India,2019-06-27,Delhi,Cochin,05:15:00,07:40:00,1585,3,No Info,11543
Air_India,2019-06-06,Delhi,Cochin,09:45:00,23:00:00,795,1,No Info,8907
Multiple_Carriers,2019-06-09,Delhi,Cochin,04:55:00,19:00:00,845,1,No Info,10877
Air_India,2019-06-18,Banglore,Delhi,05:45:00,08:45:00,180,0,No Info,6961
Spicejet,2019-03-24,Chennai,Kolkata,09:30:00,12:05:00,155,0,No check-in baggage included,3807
Air_India,2019-03-12,Mumbai,Hyderabad,21:10:00,16:55:00,255,2,No Info,16172
Jet_Airways,2019-06-01,Delhi,Cochin,22:50:00,12:35:00,825,1,In-flight meal not included,10262
Air_India,2019-03-21,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,5674
Jet_Airways,2019-03-01,Banglore,Delhi,14:05:00,00:45:00,640,1,No Info,26890
Jet_Airways,2019-05-06,Kolkata,Banglore,06:30:00,16:20:00,590,1,In-flight meal not included,10844
Air_India,2019-04-06,Delhi,Cochin,17:20:00,09:25:00,965,1,No Info,4697
Vistara,2019-05-27,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4668
Multiple_Carriers,2019-05-27,Delhi,Cochin,11:40:00,01:30:00,830,1,No Info,6795
Jet_Airways,2019-06-09,Kolkata,Banglore,08:25:00,18:15:00,590,1,In-flight meal not included,10844
Air_India,2019-06-01,Delhi,Cochin,17:15:00,07:40:00,865,2,No Info,14667
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No Info,8452
Multiple_Carriers,2019-06-03,Delhi,Cochin,09:15:00,19:15:00,600,1,No Info,8099
Air_India,2019-05-15,Delhi,Cochin,17:15:00,19:15:00,1560,2,No Info,13022
Indigo,2019-03-03,Banglore,Delhi,05:25:00,10:10:00,285,1,No Info,7774
Jet_Airways,2019-05-12,Kolkata,Banglore,20:25:00,18:00:00,1295,1,No Info,14151
Air_India,2019-05-06,Kolkata,Banglore,20:30:00,08:55:00,745,1,No Info,10203
Indigo,2019-04-06,Kolkata,Banglore,15:15:00,20:30:00,315,1,No Info,4268
Spicejet,2019-06-09,Kolkata,Banglore,15:55:00,21:25:00,330,1,No Info,9158
Air_India,2019-06-12,Delhi,Cochin,18:45:00,19:15:00,1470,2,No Info,11732
Jet_Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,In-flight meal not included,12373
Air_India,2019-06-06,Delhi,Cochin,05:00:00,19:15:00,2295,2,No Info,9653
Multiple_Carriers,2019-06-15,Delhi,Cochin,11:40:00,01:30:00,830,1,No Info,6795
Air_India,2019-05-21,Kolkata,Banglore,09:25:00,07:55:00,1350,1,No Info,8891
Multiple_Carriers,2019-06-15,Delhi,Cochin,10:35:00,19:00:00,505,1,No Info,10877
Vistara,2019-05-24,Kolkata,Banglore,20:20:00,22:40:00,1580,1,No Info,8452
Jet_Airways,2019-03-15,Banglore,Delhi,22:55:00,05:05:00,370,1,No Info,27210
Vistara,2019-04-27,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,5613
Indigo,2019-06-03,Kolkata,Banglore,09:35:00,12:10:00,155,0,No Info,4804
Indigo,2019-05-15,Kolkata,Banglore,19:35:00,23:15:00,220,1,No Info,4226
Indigo,2019-05-12,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,3603
Multiple_Carriers,2019-06-06,Delhi,Cochin,10:20:00,19:00:00,520,1,No Info,11789
Indigo,2019-05-01,Kolkata,Banglore,20:20:00,22:55:00,155,0,No Info,4804
Jet_Airways,2019-06-01,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,7229
Indigo,2019-03-18,Kolkata,Banglore,22:10:00,00:55:00,165,0,No Info,4148
Jet_Airways,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1,In-flight meal not included,10262
Air_India,2019-05-09,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,8669
Jet_Airways,2019-04-01,Kolkata,Banglore,06:30:00,16:20:00,590,1,No Info,12996
Jet_Airways,2019-05-09,Kolkata,Banglore,18:55:00,09:20:00,865,1,In-flight meal not included,9663
Air_India,2019-05-09,Delhi,Cochin,06:05:00,09:25:00,1640,1,No Info,7480
Jet_Airways,2019-06-12,Kolkata,Banglore,08:25:00,19:50:00,685,1,No Info,13626
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,8610
Multiple_Carriers,2019-03-21,Delhi,Cochin,18:00:00,01:35:00,455,1,No Info,7363
Multiple_Carriers,2019-03-09,Delhi,Cochin,13:15:00,21:20:00,485,2,No Info,11560
Jet_Airways,2019-06-12,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,14714
Spicejet,2019-03-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3815
Jet_Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,In-flight meal not included,8529
Jet_Airways,2019-05-18,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,10844
Multiple_Carriers,2019-05-15,Delhi,Cochin,18:00:00,01:30:00,450,1,No Info,8073
Jet_Airways,2019-06-09,Delhi,Cochin,19:30:00,12:35:00,1025,2,No Info,13014
Indigo,2019-05-09,Delhi,Cochin,07:15:00,12:30:00,315,1,No Info,5636
Air_India,2019-04-01,Kolkata,Banglore,16:45:00,12:00:00,1155,2,No Info,9920
Goair,2019-04-06,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3419
Indigo,2019-06-27,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No Info,4049
Air_India,2019-06-24,Delhi,Cochin,12:00:00,07:40:00,1180,2,No Info,9548
Multiple_Carriers,2019-06-12,Delhi,Cochin,14:00:00,21:00:00,420,1,No Info,13587
Air_India,2019-03-21,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,7615
Air_India,2019-05-06,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,17049
Multiple_Carriers,2019-06-01,Delhi,Cochin,18:15:00,01:30:00,435,1,No Info,13377
Indigo,2019-05-24,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,7006
Indigo,2019-04-01,Kolkata,Banglore,09:20:00,14:15:00,295,1,No Info,10308
Multiple_Carriers,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,1,No Info,12524
Indigo,2019-04-09,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4591
Spicejet,2019-05-12,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,4423
Indigo,2019-03-09,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,6297
Indigo,2019-03-21,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3384
Jet_Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1,No Info,14714
Jet_Airways,2019-06-09,Kolkata,Banglore,14:05:00,19:50:00,345,1,In-flight meal not included,10844
Spicejet,2019-05-01,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3873
Jet_Airways,2019-03-06,Banglore,Delhi,14:05:00,11:25:00,1280,1,In-flight meal not included,13712
Jet_Airways,2019-06-12,Delhi,Cochin,09:40:00,04:25:00,1125,2,In-flight meal not included,10368
Indigo,2019-06-15,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,4423
Indigo,2019-05-03,Chennai,Kolkata,05:15:00,07:40:00,145,0,No Info,3850
Jet_Airways,2019-05-15,Kolkata,Banglore,18:55:00,08:15:00,800,1,In-flight meal not included,9663
Jet_Airways,2019-03-01,Banglore,Delhi,22:50:00,09:30:00,640,1,1 Long layover,31825
Jet_Airways,2019-03-06,Delhi,Cochin,19:10:00,18:50:00,2860,2,No Info,20694
Air_India,2019-05-18,Kolkata,Banglore,16:50:00,13:45:00,1255,2,No Info,13432
Jet_Airways,2019-03-21,Banglore,Delhi,14:05:00,11:25:00,1280,1,In-flight meal not included,7832
Indigo,2019-03-12,Kolkata,Banglore,14:20:00,16:55:00,155,0,No Info,4148
Indigo,2019-04-12,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,4591
Air_India,2019-06-12,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5510
Air_India,2019-06-09,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,6961
Jet_Airways,2019-03-18,Banglore,Delhi,22:50:00,08:15:00,565,1,No Info,13555
Multiple_Carriers,2019-03-06,Delhi,Cochin,17:30:00,01:35:00,485,1,No Info,17057
Indigo,2019-05-01,Kolkata,Banglore,19:35:00,23:15:00,220,1,No Info,4226
Multiple_Carriers,2019-03-06,Delhi,Cochin,04:45:00,18:50:00,845,1,No Info,13875
Indigo,2019-04-27,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,4423
Jet_Airways,2019-05-24,Kolkata,Banglore,16:30:00,04:40:00,730,1,In-flight meal not included,10844
Jet_Airways,2019-06-09,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,10262
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,20:20:00,790,1,No Info,8610
Air_India,2019-03-03,Banglore,Delhi,19:10:00,10:35:00,925,2,No Info,13355
Vistara,2019-03-18,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,4842
Indigo,2019-05-21,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Jet_Airways,2019-03-21,Banglore,Delhi,14:05:00,10:25:00,1220,1,In-flight meal not included,7832
Jet_Airways,2019-06-09,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,8016
Spicejet,2019-04-01,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Indigo,2019-03-18,Kolkata,Banglore,10:10:00,12:55:00,165,0,No Info,4462
Air_Asia,2019-05-18,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,4409
Indigo,2019-03-03,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,6860
Multiple_Carriers,2019-03-21,Delhi,Cochin,17:00:00,01:35:00,515,1,No Info,7363
Jet_Airways,2019-05-24,Kolkata,Banglore,18:55:00,22:35:00,1660,1,In-flight meal not included,10844
Indigo,2019-03-15,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4148
Indigo,2019-06-24,Delhi,Cochin,05:05:00,16:10:00,665,1,No Info,6442
Indigo,2019-06-09,Delhi,Cochin,09:15:00,01:30:00,975,1,No Info,6628
Jet_Airways,2019-05-06,Kolkata,Banglore,18:55:00,16:20:00,1285,1,No Info,13584
Jet_Airways,2019-06-27,Delhi,Cochin,22:50:00,12:35:00,825,1,In-flight meal not included,10262
Multiple_Carriers,2019-03-21,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,7618
Jet_Airways,2019-06-15,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,8016
Jet_Airways,2019-03-18,Banglore,Delhi,21:25:00,10:25:00,780,1,No Info,13555
Spicejet,2019-04-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Jet_Airways,2019-06-12,Delhi,Cochin,11:00:00,14:15:00,195,0,No Info,9564
Indigo,2019-03-18,Banglore,Delhi,16:15:00,20:35:00,260,1,No Info,4437
Multiple_Carriers,2019-03-03,Delhi,Cochin,02:15:00,11:30:00,555,1,No Info,17057
Air_India,2019-03-09,Delhi,Cochin,07:05:00,19:15:00,2170,2,No Info,11762
Jet_Airways,2019-05-21,Delhi,Cochin,02:15:00,19:00:00,1005,1,In-flight meal not included,12898
Air_India,2019-05-01,Kolkata,Banglore,09:25:00,13:45:00,1700,2,No Info,15532
Jet_Airways,2019-06-03,Delhi,Cochin,19:45:00,04:25:00,520,1,No Info,14714
Vistara,2019-06-03,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6216
Jet_Airways,2019-06-09,Delhi,Cochin,14:35:00,12:35:00,1320,2,No Info,13376
Multiple_Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,450,1,No Info,8307
Jet_Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2,No Info,15339
Indigo,2019-03-06,Delhi,Cochin,11:55:00,21:20:00,565,2,No Info,6610
Jet_Airways,2019-06-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Goair,2019-05-15,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,7378
Jet_Airways,2019-06-18,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5769
Air_India,2019-04-18,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,6094
Spicejet,2019-03-27,Mumbai,Hyderabad,13:10:00,14:30:00,80,0,No Info,2017
Jet_Airways,2019-05-21,Delhi,Cochin,08:00:00,19:00:00,660,1,In-flight meal not included,12898
Indigo,2019-04-21,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,4591
Indigo,2019-06-03,Delhi,Cochin,11:25:00,21:00:00,575,1,No Info,6093
Indigo,2019-03-24,Banglore,Delhi,20:00:00,22:55:00,175,0,No Info,6144
Air_Asia,2019-06-09,Kolkata,Banglore,07:35:00,19:25:00,710,1,No Info,7870
Indigo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Spicejet,2019-06-01,Delhi,Cochin,15:45:00,22:05:00,380,1,No Info,7317
Jet_Airways,2019-06-09,Kolkata,Banglore,17:00:00,22:05:00,1745,1,In-flight meal not included,10539
Air_India,2019-03-06,Delhi,Cochin,05:55:00,07:40:00,1545,2,No Info,14641
Jet_Airways,2019-06-27,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,6478
Jet_Airways,2019-06-06,Delhi,Cochin,21:25:00,19:00:00,1295,2,No Info,13292
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,8452
Spicejet,2019-06-27,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,4319
Air_India,2019-03-09,Delhi,Cochin,21:40:00,07:40:00,600,1,No Info,13832
Spicejet,2019-06-21,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Multiple_Carriers,2019-06-15,Delhi,Cochin,08:30:00,19:00:00,630,1,No Info,11200
Spicejet,2019-05-27,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,3625
Jet_Airways,2019-05-24,Kolkata,Banglore,16:30:00,12:00:00,1170,1,In-flight meal not included,10844
Jet_Airways,2019-05-24,Kolkata,Banglore,17:00:00,14:25:00,1285,1,No Info,12121
Jet_Airways,2019-05-27,Delhi,Cochin,13:00:00,19:00:00,360,1,In-flight meal not included,12898
Air_India,2019-03-24,Kolkata,Banglore,07:00:00,08:55:00,1555,1,No Info,12173
Goair,2019-06-15,Kolkata,Banglore,15:20:00,17:55:00,155,0,No Info,3514
Jet_Airways,2019-05-01,Kolkata,Banglore,10:20:00,17:35:00,435,1,No Info,8355
Jet_Airways,2019-04-01,Kolkata,Banglore,16:30:00,16:20:00,1430,1,No Info,12681
Spicejet,2019-05-06,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,1965
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,1965
Jet_Airways,2019-06-09,Kolkata,Banglore,08:25:00,20:45:00,740,1,In-flight meal not included,10844
Multiple_Carriers,2019-06-06,Delhi,Cochin,07:05:00,19:15:00,730,1,No Info,14848
Jet_Airways,2019-03-12,Mumbai,Hyderabad,09:50:00,16:35:00,405,1,No Info,20120
